name,age,team,position,TOI,season
Andrei Trefilov,28,CHI,G,299.01666666666665,1998
Ron Tugnutt,30,OTT,G,2236.016666666667,1998
Roman Turek,27,DAL,G,1323.5333333333333,1998
Tony Tuzzolino,22,MDA,RW,0.0,1998
Petri Varis,28,CHI,LW,2.7333333333333334,1998
Sergei Varlamov,19,CGY,LW,4.116666666666666,1998
Dennis Vial,28,OTT,LW,130.76666666666668,1998
Jimmy Waite,28,PHX,G,793.4166666666666,1998
Jeff Ware,20,TOR,D,9.2,1998
Steve Webb,22,NYI,RW,109.41666666666667,1998
Kevin Weekes,22,FLA,G,485.28333333333336,1998
Derek Wilkinson,23,TBL,G,310.5833333333333,1998
Craig Wolanin,30,TOR,D,93.01666666666667,1998
Dody Wood,25,SJS,C,49.55,1998
Peter Worrell,20,FLA,LW,133.6,1998
Mark Wotton,24,VAN,D,78.68333333333334,1998
Ken Wregget,33,PIT,G,611.4333333333333,1998
Bob Wren,23,MDA,LW,31.466666666666665,1998
Jason Zent,26,OTT,LW,11.633333333333333,1998
JaromÃ­r JÃ¡gr,26,PIT,RW,1968.4666666666667,1999
Teemu SelÃ¤nne,28,MDA,RW,1687.6333333333334,1999
Paul Kariya,24,MDA,LW,2071.4333333333334,1999
Peter Forsberg,25,COL,C,1800.0833333333333,1999
Joe Sakic,29,COL,C,1789.6166666666666,1999
Alexei Yashin,25,OTT,C,1795.35,1999
Eric Lindros,25,PHI,C,1628.2666666666667,1999
Theo Fleury,30,2TM,RW,1750.8833333333334,1999
Theo Fleury,30,CGY,RW,1412.5166666666667,1999
Theo Fleury,30,COL,RW,338.3666666666667,1999
John LeClair,29,PHI,LW,1599.9666666666667,1999
Pavol Demitra,24,STL,LW,1654.2333333333333,1999
Martin Straka,26,PIT,C,1870.0666666666666,1999
Mats Sundin,27,TOR,C,1696.3,1999
Mike Modano,28,DAL,C,1586.05,1999
Jason Allison,23,BOS,C,1835.3333333333333,1999
Tony Amonte,28,CHI,RW,1804.5833333333333,1999
Rod Brind'Amour,28,PHI,C,1762.2666666666667,1999
Luc Robitaille,32,LAK,LW,1555.8833333333334,1999
Steve Yzerman,33,DET,C,1727.0833333333333,1999
Steve Thomas,35,TOR,LW,1433.8833333333334,1999
Jeremy Roenick,29,PHX,C,1573.4166666666667,1999
Petr SÃ½kora,22,NJD,C,1299.1166666666666,1999
Dmitri Khristich,29,BOS,LW,1561.8166666666666,1999
Robert Reichel,27,2TM,C,1615.9,1999
Robert Reichel,27,NYI,C,1355.2166666666667,1999
Robert Reichel,27,PHX,C,260.68333333333334,1999
Keith Tkachuk,26,PHX,LW,1426.65,1999
Markus NÃ¤slund,25,VAN,RW,1576.5,1999
Miroslav Å atan,24,BUF,LW,1686.3333333333333,1999
Pierre Turgeon,29,STL,C,1280.7,1999
Bill Guerin,28,EDM,RW,1575.8666666666666,1999
Bobby HolÃ­k,28,NJD,LW,1370.3,1999
Ray Whitney,26,FLA,C,1485.1,1999
Sergei Fedorov,29,DET,C,1489.9166666666667,1999
Igor Larionov,38,DET,C,1300.3166666666666,1999
Wayne Gretzky,38,NYR,C,1475.2166666666667,1999
Al MacInnis,35,STL,D,2135.0666666666666,1999
Keith Primeau,27,CAR,C,1665.45,1999
Steve Rucchin,27,MDA,C,1534.2,1999
Alexei Zhamnov,28,CHI,C,1634.3333333333333,1999
Cliff Ronning,33,2TM,C,1525.5333333333333,1999
Cliff Ronning,33,PHX,C,107.6,1999
Cliff Ronning,33,NSH,C,1417.9333333333334,1999
Sergei Berezin,27,TOR,RW,1180.9333333333334,1999
Sami Kapanen,25,CAR,LW,1572.85,1999
Brett Hull,34,DAL,RW,1025.7,1999
Vyacheslav Kozlov,26,DET,C,1267.0333333333333,1999
Brendan Shanahan,30,DET,LW,1418.2,1999
Ray Sheppard,32,CAR,RW,1346.3333333333333,1999
Ray Bourque,38,BOS,D,2112.3333333333335,1999
Jeff Friesen,22,SJS,LW,1514.1333333333334,1999
Nicklas LidstrÃ¶m,28,DET,D,2130.95,1999
Brian Rolston,25,NJD,C,1542.7,1999
Cory Stillman,25,CGY,C,1239.7833333333333,1999
Doug Gilmour,35,CHI,C,1603.7,1999
Shawn McEachern,29,OTT,LW,1443.95,1999
Fredrik Olausson,32,MDA,D,1443.9166666666667,1999
Michael Peca,24,BUF,C,1682.7166666666667,1999
German Titov,33,PIT,C,1405.5333333333333,1999
Rick Tocchet,34,PHX,RW,1503.5833333333333,1999
Peter Bondra,30,WSH,RW,1358.3166666666666,1999
Brian Leetch,30,NYR,D,2191.983333333333,1999
John MacLean,34,NYR,RW,1699.3833333333334,1999
Joe Nieuwendyk,32,DAL,C,1042.15,1999
Jason Arnott,24,NJD,C,1140.0,1999
Phil Housley,34,CGY,D,1648.7,1999
Adam Oates,36,WSH,C,1213.85,1999
Marty McInnis,28,2TM,C,1507.1333333333334,1999
Marty McInnis,28,CGY,C,83.11666666666666,1999
Marty McInnis,28,MDA,C,1424.0166666666667,1999
Valeri Bure,24,CGY,RW,1294.7666666666667,1999
Adam Graves,30,NYR,LW,1670.05,1999
Keith Jones,30,2TM,RW,1285.9833333333333,1999
Keith Jones,30,COL,RW,165.5,1999
Keith Jones,30,PHI,RW,1120.4833333333333,1999
Mark Recchi,30,2TM,RW,1452.1166666666666,1999
Mark Recchi,30,MTL,RW,1257.1333333333334,1999
Mark Recchi,30,PHI,RW,194.98333333333332,1999
Alex Kovalev,25,2TM,RW,1549.8833333333334,1999
Alex Kovalev,25,NYR,RW,258.3333333333333,1999
Alex Kovalev,25,PIT,RW,1291.55,1999
Ron Francis,35,CAR,C,1796.8333333333333,1999
Derek King,31,TOR,LW,1136.0666666666666,1999
Jere Lehtinen,25,DAL,RW,1432.3833333333334,1999
Larry Murphy,37,DET,D,1923.5,1999
Scott Young,31,STL,RW,1142.6166666666666,1999
Ãric Desjardins,29,PHI,D,1754.9166666666667,1999
Jarome Iginla,21,CGY,RW,1353.3166666666666,1999
Viktor Kozlov,23,FLA,C,1238.7,1999
Claude Lemieux,33,COL,RW,1740.9833333333333,1999
Rob Niedermayer,24,FLA,C,1745.0166666666667,1999
Sergei Samsonov,20,BOS,LW,1294.4666666666667,1999
Sergei Zubov,28,DAL,D,1946.0166666666667,1999
Andreas Dackell,26,OTT,RW,1332.05,1999
Patrik EliÃ¡Å¡,22,NJD,LW,1171.1666666666667,1999
Michal GroÅ¡ek,23,BUF,LW,1309.45,1999
Greg Johnson,27,NSH,C,1320.9833333333333,1999
Å½igmund PÃ¡lffy,26,NYI,RW,1088.2,1999
Josef BerÃ¡nek,29,EDM,LW,1083.6,1999
Adam Deadmarsh,23,COL,RW,1370.8,1999
Boris Mironov,26,2TM,D,1908.0,1999
Boris Mironov,26,EDM,D,1616.5333333333333,1999
Boris Mironov,26,CHI,D,291.46666666666664,1999
Vincent Damphousse,31,2TM,C,1561.7833333333333,1999
Vincent Damphousse,31,MTL,C,1329.6,1999
Vincent Damphousse,31,SJS,C,232.18333333333334,1999
Milan Hejduk,22,COL,RW,1291.2833333333333,1999
Sergei Krivokrasov,24,NSH,RW,1129.65,1999
Mark Messier,38,VAN,C,1333.5666666666666,1999
Joe Murphy,31,SJS,RW,1121.3,1999
Darryl Sydor,26,DAL,D,1573.6833333333334,1999
Wendel Clark,32,2TM,LW,1220.4833333333333,1999
Wendel Clark,32,TBL,LW,1016.3166666666667,1999
Wendel Clark,32,DET,LW,204.16666666666666,1999
Magnus Arvedson,27,OTT,LW,1370.55,1999
Curtis Brown,22,BUF,C,1364.5833333333333,1999
Igor Korolev,28,TOR,RW,1194.7166666666667,1999
Trevor Linden,28,NYI,C,1761.5,1999
Petr NedvÄd,27,NYR,C,1132.75,1999
Brendan Morrison,23,NJD,C,1058.2333333333333,1999
Scott Niedermayer,25,NJD,D,1776.0666666666666,1999
Chris Pronger,24,STL,D,1578.75,1999
Jamie Langenbrunner,23,DAL,C,1188.65,1999
Patrick Marleau,19,SJS,C,1229.25,1999
Dan McGillis,26,PHI,D,1691.1166666666666,1999
Scott Mellanby,32,FLA,RW,1088.0833333333333,1999
Alexander Mogilny,29,VAN,RW,1192.9666666666667,1999
Owen Nolan,26,SJS,RW,1493.4,1999
Marc Savard,21,NYR,C,1020.5,1999
Chris Drury,22,COL,C,1047.1666666666667,1999
Mike Grier,24,EDM,RW,1307.8,1999
Mike Johnson,24,TOR,RW,1285.3333333333333,1999
Valeri Kamensky,32,COL,LW,1142.4,1999
Saku Koivu,24,MTL,C,1302.4666666666667,1999
Robert Lang,28,PIT,C,1180.6,1999
Dixon Ward,30,BUF,RW,1231.4,1999
Greg Adams,35,PHX,LW,1302.6666666666667,1999
Radek DvoÅÃ¡k,21,FLA,RW,1330.1333333333334,1999
Kevin Stevens,33,NYR,LW,1231.4333333333334,1999
Niklas SundstrÃ¶m,23,NYR,LW,1554.1833333333334,1999
Darcy Tucker,23,TBL,C,1590.1666666666667,1999
Jason Woolley,29,BUF,D,1497.15,1999
JoÃ© Juneau,31,2TM,C,1381.0833333333333,1999
JoÃ© Juneau,31,WSH,C,1226.5,1999
JoÃ© Juneau,31,BUF,C,154.58333333333334,1999
Ãric DazÃ©,23,CHI,LW,1171.45,1999
Jan Hrdina,22,PIT,C,1346.95,1999
Kip Miller,29,PIT,C,1303.05,1999
Gary Roberts,32,CAR,LW,1508.75,1999
Yanic Perreault,27,2TM,C,1145.15,1999
Yanic Perreault,27,LAK,C,985.2,1999
Yanic Perreault,27,TOR,C,159.95,1999
Scott Pellerin,29,STL,LW,1384.1,1999
Joe Thornton,19,BOS,C,1242.9333333333334,1999
SÃ©bastien Bordeleau,23,NSH,C,1101.5,1999
Anson Carter,24,BOS,C,1030.75,1999
Pat Falloon,26,EDM,RW,1205.7666666666667,1999
Steve Heinze,29,BOS,RW,1153.6666666666667,1999
Darren McCarty,26,DET,RW,1145.3166666666666,1999
Teppo Numminen,30,PHX,D,2002.9333333333334,1999
Bryan Smolinski,27,NYI,C,1583.65,1999
Steve Sullivan,24,TOR,C,894.9,1999
Scott Walker,25,NSH,C,1161.35,1999
Andrei Kovalenko,28,3TM,RW,1055.8833333333334,1999
Andrei Kovalenko,28,EDM,RW,701.4666666666667,1999
Andrei Kovalenko,28,PHI,RW,104.38333333333334,1999
Andrei Kovalenko,28,CAR,RW,250.03333333333333,1999
Craig Conroy,27,STL,C,1149.3333333333333,1999
Rem Murray,26,EDM,LW,1234.9833333333333,1999
Mike Ricci,27,SJS,C,1261.7833333333333,1999
Mariusz Czerkawski,26,NYI,RW,1115.1833333333334,1999
Kevin Hatcher,32,PIT,D,1625.9,1999
Marco Sturm,20,SJS,C,1199.4,1999
Mikael Renberg,26,2TM,RW,1046.5666666666666,1999
Mikael Renberg,26,TBL,RW,310.8,1999
Mikael Renberg,26,PHI,RW,735.7666666666667,1999
Andrew Cassels,29,CGY,C,1327.8833333333334,1999
Andreas Johansson,25,OTT,C,1011.2833333333333,1999
Claude Lapointe,30,NYI,C,1586.9666666666667,1999
Randy McKay,32,NJD,RW,1127.1833333333334,1999
Mark Parrish,21,FLA,LW,1020.4333333333333,1999
RÃ³bert Å vehla,30,FLA,D,1980.5166666666667,1999
Doug Weight,28,EDM,C,853.5333333333333,1999
Nelson Emerson,31,3TM,RW,1088.4,1999
Nelson Emerson,31,CAR,RW,507.56666666666666,1999
Nelson Emerson,31,CHI,RW,529.5666666666667,1999
Nelson Emerson,31,OTT,RW,51.266666666666666,1999
Donald Audette,29,LAK,RW,807.7,1999
Brian Bellows,34,WSH,LW,1144.1333333333334,1999
Todd Marchant,25,EDM,C,1376.7833333333333,1999
Bill Muckalt,24,VAN,RW,1124.05,1999
VÃ¡clav Prospal,23,OTT,C,1030.6166666666666,1999
Chris Chelios,37,2TM,D,1961.3666666666666,1999
Chris Chelios,37,CHI,D,1737.7833333333333,1999
Chris Chelios,37,DET,D,223.58333333333334,1999
Stu Barnes,28,2TM,C,1455.2666666666667,1999
Stu Barnes,28,PIT,C,1143.5166666666667,1999
Stu Barnes,28,BUF,C,311.75,1999
Rob Blake,29,LAK,D,1524.6,1999
Mike Knuble,26,NYR,RW,1218.5,1999
Andrei Nikolishin,25,WSH,LW,1282.2166666666667,1999
Mattias Ãhlund,22,VAN,D,1838.9833333333333,1999
Jason York,28,OTT,D,1880.9333333333334,1999
Adrian Aucoin,25,VAN,D,1957.6333333333334,1999
Tomas HolmstrÃ¶m,26,DET,LW,998.7,1999
Brian Holzinger,26,BUF,C,1337.3666666666666,1999
Vladimir Malakhov,30,MTL,D,1438.3,1999
Derek Morris,20,CGY,D,1472.0833333333333,1999
Martin RuÄinskÃ½,27,MTL,LW,1328.1666666666667,1999
Mathieu Schneider,29,NYR,D,1826.6166666666666,1999
Jozef StÃ¼mpel,26,LAK,C,1262.9333333333334,1999
Pat Verbeek,34,DAL,RW,1136.3,1999
Chris Gratton,23,2TM,C,1328.0333333333333,1999
Chris Gratton,23,PHI,C,374.68333333333334,1999
Chris Gratton,23,TBL,C,953.35,1999
Bryan Berard,21,2TM,D,1627.2666666666667,1999
Bryan Berard,21,NYI,D,767.3833333333333,1999
Bryan Berard,21,TOR,D,859.8833333333333,1999
Daniel Alfredsson,26,OTT,RW,1007.35,1999
StÃ©phane Richer,32,TBL,RW,1073.6333333333334,1999
Alexei Zhitnik,26,BUF,D,2077.4,1999
Daymond Langkow,22,2TM,C,1228.8666666666666,1999
Daymond Langkow,22,TBL,C,377.68333333333334,1999
Daymond Langkow,22,PHI,C,851.1833333333333,1999
Alexander Selivanov,27,2TM,RW,1067.2333333333333,1999
Alexander Selivanov,27,TBL,RW,676.6166666666667,1999
Alexander Selivanov,27,EDM,RW,390.6166666666667,1999
Radek Bonk,23,OTT,C,1112.75,1999
Shayne Corson,32,MTL,LW,1304.5333333333333,1999
Tom Fitzgerald,30,NSH,RW,1382.3,1999
Roman HamrlÃ­k,24,EDM,D,1786.3,1999
Bill Houlder,31,SJS,D,1665.8833333333334,1999
Sandis OzoliÅÅ¡,26,COL,D,861.75,1999
Tomas SandstrÃ¶m,34,MDA,RW,1006.9,1999
BenoÃ®t Brunet,30,MTL,LW,1067.4,1999
Andrew Brunette,25,NSH,LW,1017.0666666666667,1999
Dallas Drake,29,PHX,RW,828.65,1999
Ray Ferraro,34,LAK,C,946.5833333333334,1999
Sergei Gonchar,24,WSH,D,1267.9666666666667,1999
Patric Kjellberg,29,NSH,LW,1256.05,1999
Grant Marshall,25,DAL,RW,1037.9166666666667,1999
Fredrik Modin,24,TOR,LW,908.7333333333333,1999
Glen Murray,26,LAK,RW,1233.9833333333333,1999
Jeff O'Neill,22,CAR,C,1235.55,1999
Lyle Odelein,30,NJD,D,1391.3833333333334,1999
Ryan Smyth,22,EDM,LW,1024.85,1999
VÃ¡clav VaraÄa,22,BUF,RW,1044.1833333333334,1999
RenÃ© Corbet,25,2TM,LW,979.65,1999
RenÃ© Corbet,25,COL,LW,617.85,1999
RenÃ© Corbet,25,CGY,LW,361.8,1999
James Black,29,WSH,C,1130.55,1999
Mike Eastwood,31,STL,C,1229.1166666666666,1999
Travis Green,28,MDA,C,1365.85,1999
Derian Hatcher,26,DAL,D,1978.3,1999
MariÃ¡n Hossa,20,OTT,LW,839.3666666666667,1999
Alexander Korolyuk,23,SJS,RW,763.8166666666667,1999
Mark Lawrence,27,NYI,RW,848.2,1999
Geoff Sanderson,26,BUF,LW,969.35,1999
Jeff Shantz,25,2TM,C,1264.8833333333334,1999
Jeff Shantz,25,CHI,C,106.63333333333334,1999
Jeff Shantz,25,CGY,C,1158.25,1999
Dean McAmmond,25,2TM,C,1114.9,1999
Dean McAmmond,25,EDM,C,926.3833333333333,1999
Dean McAmmond,25,CHI,C,188.51666666666668,1999
Steve Duchesne,33,2TM,D,1517.6333333333334,1999
Steve Duchesne,33,LAK,D,1270.55,1999
Steve Duchesne,33,PHI,D,247.08333333333334,1999
Sylvain CÃ´tÃ©,33,TOR,D,1664.15,1999
Calle Johansson,31,WSH,D,1605.3333333333333,1999
Mike Keane,31,DAL,RW,1129.3166666666666,1999
Martin Lapointe,25,DET,RW,1162.8,1999
Wade Redden,21,OTT,D,1687.9,1999
Garry Valk,31,TOR,LW,1068.4,1999
BenoÃ®t Hogue,32,2TM,C,1196.3333333333333,1999
BenoÃ®t Hogue,32,TBL,C,1015.4833333333333,1999
BenoÃ®t Hogue,32,DAL,C,180.85,1999
Dave Andreychuk,35,NJD,LW,807.6833333333333,1999
Doug Brown,34,DET,RW,1103.2166666666667,1999
Martin GÃ©linas,28,CAR,LW,1005.0666666666667,1999
Todd Harvey,23,NYR,RW,640.8333333333334,1999
Vincent Lecavalier,18,TBL,C,1104.7333333333333,1999
Jyrki Lumme,32,PHX,D,1400.35,1999
Janne Niinimaa,23,EDM,D,1935.8166666666666,1999
Dmitry Yushkevich,27,TOR,D,1742.5666666666666,1999
Alexander Karpovtsev,28,2TM,D,1219.35,1999
Alexander Karpovtsev,28,NYR,D,45.266666666666666,1999
Alexander Karpovtsev,28,TOR,D,1174.0833333333333,1999
Dave Gagner,34,2TM,C,959.3833333333333,1999
Dave Gagner,34,FLA,C,489.46666666666664,1999
Dave Gagner,34,VAN,C,469.9166666666667,1999
Tony Hrkac,32,DAL,C,830.0166666666667,1999
Bill Lindsay,27,FLA,LW,1021.6833333333333,1999
Jay Pandolfo,24,NJD,LW,1065.5666666666666,1999
StÃ©phane Quintal,30,MTL,D,1812.4333333333334,1999
Pascal RhÃ©aume,25,STL,C,799.0166666666667,1999
Vadim Sharifijanov,23,NJD,RW,723.2,1999
Scott Stevens,34,NJD,D,1813.2,1999
Turner Stevenson,26,MTL,RW,893.5,1999
Terry Yake,30,STL,RW,890.1166666666667,1999
Chad Kilger,22,2TM,C,1046.9166666666667,1999
Chad Kilger,22,CHI,C,899.1666666666666,1999
Chad Kilger,22,EDM,C,147.75,1999
Craig Janney,31,2TM,C,799.2333333333333,1999
Craig Janney,31,TBL,C,599.1333333333333,1999
Craig Janney,31,NYI,C,200.1,1999
Ted Donato,29,3TM,LW,1028.25,1999
Ted Donato,29,BOS,LW,214.88333333333333,1999
Ted Donato,29,NYI,LW,668.1166666666667,1999
Ted Donato,29,OTT,LW,145.25,1999
Ed Jovanovski,22,2TM,D,1569.1833333333334,1999
Ed Jovanovski,22,FLA,D,910.1333333333333,1999
Ed Jovanovski,22,VAN,D,659.05,1999
Kenny JÃ¶nsson,24,NYI,D,1573.6,1999
Brian Savage,27,MTL,LW,891.4166666666666,1999
Dave Scatchard,22,VAN,C,1128.2333333333333,1999
Jim Campbell,25,STL,RW,746.3166666666667,1999
Matt Cullen,22,MDA,C,1163.7666666666667,1999
Igor Kravchuk,32,OTT,D,1884.7333333333333,1999
Robert Kron,31,CAR,LW,1217.7833333333333,1999
Oleg Kvasha,20,FLA,LW,870.7833333333333,1999
Eddie Olczyk,32,CHI,C,898.6666666666666,1999
Patrick Poulin,25,MTL,LW,1093.65,1999
Oleg Tverdovsky,22,PHX,D,1705.0,1999
Mike Watt,22,NYI,LW,844.2166666666667,1999
Valeri Zelepukin,30,PHI,LW,1077.1833333333334,1999
Mats Lindgren,24,2TM,C,794.45,1999
Mats Lindgren,24,EDM,C,552.8833333333333,1999
Mats Lindgren,24,NYI,C,241.56666666666666,1999
Rob Brown,30,PIT,RW,729.7666666666667,1999
Steve Konowalchuk,26,WSH,C,786.45,1999
Alyn McCauley,21,TOR,C,591.7333333333333,1999
Kyle McLaren,21,BOS,D,1181.1666666666667,1999
Barry Richter,28,NYI,D,1522.1333333333334,1999
Brad Werenka,29,PIT,D,1717.1666666666667,1999
Glen Wesley,30,CAR,D,1666.0666666666666,1999
Jan Bulis,20,WSH,C,549.2166666666667,1999
StÃ©phane Matteau,29,SJS,LW,922.35,1999
Denis Pederson,23,NJD,C,1147.7166666666667,1999
JiÅÃ­ Å lÃ©gr,27,PIT,D,1177.65,1999
Vladimir Tsyplakov,29,LAK,LW,1130.75,1999
Juha YlÃ¶nen,26,PHX,C,939.4833333333333,1999
Dave Manson,32,2TM,D,1637.8,1999
Dave Manson,32,MTL,D,190.51666666666668,1999
Dave Manson,32,CHI,D,1447.2833333333333,1999
Petr Svoboda,32,2TM,D,1374.9833333333333,1999
Petr Svoboda,32,PHI,D,506.28333333333336,1999
Petr Svoboda,32,TBL,D,868.7,1999
Bret Hedican,28,2TM,D,1344.0666666666666,1999
Bret Hedican,28,VAN,D,784.0333333333333,1999
Bret Hedican,28,FLA,D,560.0333333333333,1999
Daniel BriÃ¨re,21,PHX,C,718.3833333333333,1999
Shane Doan,22,PHX,RW,1003.3166666666667,1999
Tie Domi,29,TOR,RW,698.1,1999
TomÃ¡Å¡ Kaberle,20,TOR,D,1066.0166666666667,1999
Jeff Norton,33,2TM,D,1495.75,1999
Jeff Norton,33,FLA,D,52.3,1999
Jeff Norton,33,SJS,D,1443.45,1999
Michel Picard,29,STL,LW,645.3333333333334,1999
Sergei Zholtok,26,MTL,C,782.7833333333333,1999
Matthew Barnaby,25,2TM,RW,857.1833333333333,1999
Matthew Barnaby,25,BUF,RW,613.25,1999
Matthew Barnaby,25,PIT,RW,243.93333333333334,1999
Eric Weinrich,32,2TM,D,1915.3666666666666,1999
Eric Weinrich,32,CHI,D,282.68333333333334,1999
Eric Weinrich,32,MTL,D,1632.6833333333334,1999
Rob DiMaio,30,BOS,C,1184.7833333333333,1999
Adam Foote,27,COL,D,1573.5333333333333,1999
Olli Jokinen,20,LAK,C,951.3833333333333,1999
Pavel Kubina,21,TBL,D,1549.4833333333333,1999
Bryan McCabe,23,VAN,D,1630.9666666666667,1999
Tom Poti,21,EDM,D,1427.4166666666667,1999
Bob Probert,33,CHI,LW,829.9166666666666,1999
Jason Wiemer,22,CGY,C,1036.1833333333334,1999
Ethan Moreau,23,2TM,LW,990.2333333333333,1999
Ethan Moreau,23,CHI,LW,825.1666666666666,1999
Ethan Moreau,23,EDM,LW,165.06666666666666,1999
Ken Klee,27,WSH,RW,1490.8166666666666,1999
Sylvain Lefebvre,31,COL,D,1590.7833333333333,1999
Darren Van Impe,25,BOS,D,1056.1666666666667,1999
Colin Forbes,22,2TM,LW,1075.5666666666666,1999
Colin Forbes,22,PHI,LW,830.5166666666667,1999
Colin Forbes,22,TBL,LW,245.05,1999
Sergei Nemchinov,35,2TM,C,1117.7,1999
Sergei Nemchinov,35,NYI,C,961.7,1999
Sergei Nemchinov,35,NJD,C,156.0,1999
Derek Plante,28,2TM,C,773.2333333333333,1999
Derek Plante,28,BUF,C,636.2833333333333,1999
Derek Plante,28,DAL,C,136.95,1999
Anders Eriksson,24,2TM,D,1221.1833333333334,1999
Anders Eriksson,24,DET,D,969.8666666666667,1999
Anders Eriksson,24,CHI,D,251.31666666666666,1999
Bob Corkum,31,PHX,C,1328.7666666666667,1999
Russ Courtnall,33,LAK,RW,858.0166666666667,1999
Shean Donovan,24,COL,RW,596.2833333333333,1999
Craig Johnson,26,LAK,LW,829.9333333333333,1999
Aleksey Morozov,21,PIT,RW,792.3833333333333,1999
Paul Ranheim,33,CAR,LW,704.2,1999
Sami Salo,24,OTT,D,1201.4,1999
Todd Warriner,25,TOR,LW,747.5166666666667,1999
Rob Zamuner,29,TBL,LW,953.1166666666667,1999
Bates Battaglia,23,CAR,LW,592.75,1999
Donald Brashear,27,VAN,LW,1099.9,1999
Cory Cross,28,TBL,D,1516.05,1999
Kevin Dineen,35,CAR,RW,667.3333333333334,1999
Kris Draper,27,DET,C,1017.8833333333333,1999
Jamie Heward,27,NSH,D,1020.4833333333333,1999
Jonas HÃ¶glund,26,MTL,RW,875.7333333333333,1999
Aaron Miller,27,COL,D,1658.15,1999
Mike Stapleton,32,PHX,C,1039.3,1999
Chris Therien,27,PHI,D,1535.65,1999
Clarke Wilm,22,CGY,C,900.1333333333333,1999
Blair Atcheynum,29,2TM,RW,976.8666666666667,1999
Blair Atcheynum,29,NSH,RW,789.3333333333334,1999
Blair Atcheynum,29,STL,RW,187.53333333333333,1999
P.J. Axelsson,23,BOS,LW,1280.6666666666667,1999
Drake Berehowsky,27,NSH,D,1606.6333333333334,1999
Jassen Cullimore,26,TBL,D,1578.6166666666666,1999
Johan GarpenlÃ¶v,30,FLA,LW,830.7833333333333,1999
Brad May,27,VAN,LW,862.3166666666667,1999
Dave Reid,34,DAL,LW,844.7166666666667,1999
Shaun Van Allen,31,OTT,C,878.0166666666667,1999
Vitali Yachmenev,24,NSH,RW,830.6,1999
Richard ZednÃ­k,23,WSH,LW,741.5833333333334,1999
Alexandre Daigle,23,2TM,C,684.45,1999
Alexandre Daigle,23,PHI,C,236.86666666666667,1999
Alexandre Daigle,23,TBL,C,447.5833333333333,1999
Ä½uboÅ¡ BarteÄko,22,STL,LW,423.03333333333336,1999
Todd Bertuzzi,23,VAN,C,570.7333333333333,1999
Pavel Bure,27,FLA,RW,223.53333333333333,1999
Guy Carbonneau,38,DAL,C,987.35,1999
Keith Carney,28,PHX,D,1866.6166666666666,1999
Garry Galley,35,LAK,D,1035.9333333333334,1999
Michal HandzuÅ¡,21,STL,C,976.35,1999
Denny Lambert,29,NSH,LW,785.55,1999
Manny Malhotra,18,NYR,C,613.7666666666667,1999
Kent Manderville,27,CAR,LW,657.9166666666666,1999
Dmitri Mironov,33,WSH,D,912.8666666666667,1999
Pavel Rosa,21,LAK,RW,393.55,1999
Ruslan Salei,24,MDA,D,1611.8166666666666,1999
Ronnie Stern,32,SJS,RW,905.6333333333333,1999
Harry York,24,3TM,C,765.5833333333334,1999
Harry York,24,NYR,C,47.7,1999
Harry York,24,PIT,C,5.983333333333333,1999
Harry York,24,VAN,C,711.9,1999
Andrei Nazarov,24,2TM,LW,736.15,1999
Andrei Nazarov,24,TBL,LW,213.83333333333334,1999
Andrei Nazarov,24,CGY,LW,522.3166666666667,1999
Dainius Zubrus,20,2TM,RW,980.1,1999
Dainius Zubrus,20,PHI,RW,693.2333333333333,1999
Dainius Zubrus,20,MTL,RW,286.8666666666667,1999
JoÃ«l Bouchard,25,NSH,D,1444.3833333333334,1999
Sergei Brylin,25,NJD,C,606.9166666666666,1999
J.P. Dumont,20,CHI,RW,355.8833333333333,1999
Dave Lowry,33,SJS,LW,563.6,1999
Kirk Muller,32,FLA,LW,1185.6833333333334,1999
Nolan Pratt,23,CAR,D,1021.4666666666667,1999
Darryl Shannon,30,BUF,D,1412.4166666666667,1999
Steve Smith,35,CGY,D,1538.8166666666666,1999
Jaroslav Å paÄek,24,FLA,D,1225.3833333333334,1999
StÃ©phane Yelle,24,COL,C,1097.45,1999
Jason Smith,25,2TM,D,1296.5,1999
Jason Smith,25,TOR,D,1051.3666666666666,1999
Jason Smith,25,EDM,D,245.13333333333333,1999
Mike Maneluk,25,3TM,RW,532.7,1999
Mike Maneluk,25,PHI,RW,182.48333333333332,1999
Mike Maneluk,25,CHI,RW,321.01666666666665,1999
Mike Maneluk,25,NYR,RW,29.2,1999
Doug Bodger,32,LAK,D,1246.1,1999
Murray Craven,34,SJS,LW,620.35,1999
Mathieu Dandenault,22,DET,RW,1137.5833333333333,1999
Boyd Devereaux,20,EDM,C,619.1166666666667,1999
Steve Dubinsky,28,2TM,C,897.7166666666667,1999
Steve Dubinsky,28,CHI,C,5.183333333333334,1999
Steve Dubinsky,28,CGY,C,892.5333333333333,1999
Peter Ferraro,26,BOS,C,469.21666666666664,1999
Jody Hull,29,PHI,RW,934.45,1999
Trent Klatt,28,2TM,RW,851.3166666666667,1999
Trent Klatt,28,PHI,RW,22.366666666666667,1999
Trent Klatt,28,VAN,RW,828.95,1999
Kirk Maltby,26,DET,RW,700.0666666666667,1999
Sean O'Donnell,27,LAK,D,1510.3166666666666,1999
Mike Rathje,24,SJS,D,1648.9833333333333,1999
John Slaney,26,NSH,D,949.6166666666667,1999
